bbg_ticker,Generic_Ticker,Contract_Size,Category,Currency
C K6 Comdty,C 1 Comdty,5000.0,Agriculture,USD
DFK6 Comdty,DF1 Comdty,10.0,Agriculture,USD
CJPH26 Comdty,CJP1 Comdty,1000.0,Energy,USD
LMZSDP 20260701 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMCADP 20260701 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMPBDP 20260505 Comdty,LMPBDY Comdty,25.0,Base Metal,USD
CLK6 Comdty,CL1 Comdty,1000.0,Energy,USD
ZZBH6 Comdty,ZZB1 Comdty,100.0,Chemicals,USD
PFRH6 Comdty,PFR1 Comdty,100.0,Chemicals,USD
SCOH6 Comdty,SCO1 Comdty,100.0,Ferrous,USD
LMZSDP 20260630 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMNIDP 20260630 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
XPTUSD 20260722 Curncy,XPTUSD Curncy,1.0,Precious Metal,USD
HCTH6 Index,HCT1 Index,50.0,Equity Index,HKD
HIH6 Index,HI1 Index,50.0,Equity Index,HKD
LMZSDP 20260626 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMCADP 20260626 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMZSDP 20260625 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMNIDP 20260625 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
COK6 Comdty,CO1 Comdty,1000.0,Energy,USD
GCJ6C 6600 Comdty,GC1 Comdty,100.0,Precious Metal,USD
GCJ6C 6300 Comdty,GC1 Comdty,100.0,Precious Metal,USD
GCJ6C 5900 Comdty,GC1 Comdty,100.0,Precious Metal,USD
XIDH6 Curncy,XID1 Curncy,2000000.0,Currency,USD
AZBN26 Comdty,AZB1 Comdty,1000.0,Energy,USD
LMZSDP 20260624 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
BBWK26 Comdty,BBW1 Comdty,1000.0,Energy,USD
GCJ6 Comdty,GC1 Comdty,100.0,Precious Metal,USD
NGJ6C 3.5 Comdty,NG1 Comdty,10000.0,Energy,USD
LMNIDP 20260623 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMZSDP 20260623 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMCADP 20260623 Comdty,LMCADY Comdty,25.0,Base Metal,USD
HWBH6 Index,HWB1 Index,2.0,Equity Index,USD
LMCADP 20260622 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMZSDP 20260622 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
PLJ6 Comdty,PL1 Comdty,50.0,Precious Metal,USD
NQH6 Index,NQ1 Index,20.0,Equity Index,USD
LMZSDP 20260415 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20260618 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
JADJ6C 65.5 Curncy,JAD1 Curncy,12500000.0,Currency,USD
LMZSDP 20260518 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
ESH6 Index,ES1 Index,50.0,Equity Index,USD
LMCADP 20260415 Comdty,LMCADY Comdty,25.0,Base Metal,USD
SWBJ6C 132 Curncy,SWB1 Curncy,125000.0,Currency,USD
HWAH6 Index,HWA1 Index,5.0,Equity Index,USD
GCJ6C 5300 Comdty,GC1 Comdty,100.0,Precious Metal,USD
NGM26 Comdty,NG1 Comdty,10000.0,Energy,USD
LMNIDP 20260318 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
DMH6 Index,DM1 Index,5.0,Equity Index,USD
LMCADP 20260616 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMCADP 20260318 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMSNDP 20260520 Comdty,LMSNDY Comdty,5.0,Base Metal,USD
LMSNDP 20260612 Comdty,LMSNDY Comdty,5.0,Base Metal,USD
LMAHDP 20260612 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMAHDP 20260520 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
XUCH6 Curncy,XUC1 Curncy,100000.0,Currency,CNH
LMNIDP 20260612 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LFAM6 Comdty,LFA1 Comdty,1000.0,Base Metal,USD
LFAK6 Comdty,LFA1 Comdty,1000.0,Base Metal,USD
LFAJ6 Comdty,LFA1 Comdty,1000.0,Base Metal,USD
NGJ26 Comdty,NG1 Comdty,10000.0,Energy,USD
LMAHDP 20260318 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
JWLK26 Comdty,JWL1 Comdty,1000.0,Energy,USD
LMNIDP 20260610 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
JWLJ26 Comdty,JWL1 Comdty,1000.0,Energy,USD
LMSNDP 20260318 Comdty,LMSNDY Comdty,5.0,Base Metal,USD
AZBK26 Comdty,AZB1 Comdty,1000.0,Energy,USD
LMCADP 20260609 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMCADP 20260512 Comdty,LMCADY Comdty,25.0,Base Metal,USD
ECH6 Curncy,EC1 Curncy,125000.0,Currency,USD
COZ6P 40 Comdty,CO1 Comdty,1000.0,Energy,USD
COZ6C 80 Comdty,CO1 Comdty,1000.0,Energy,USD
LMCADP 20260605 Comdty,LMCADY Comdty,25.0,Base Metal,USD
ADH6 Curncy,AD1 Curncy,100000.0,Currency,USD
JYH6 Curncy,JY1 Curncy,12500000.0,Currency,USD
AZBJ26 Comdty,AZB1 Comdty,1000.0,Energy,USD
ZZBZ6 Comdty,ZZB1 Comdty,100.0,Chemicals,USD
ZZBX6 Comdty,ZZB1 Comdty,100.0,Chemicals,USD
DXH6 Curncy,DX1 Curncy,1000.0,Currency,USD
LMCADP 20260604 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LFAG6 Comdty,LFA1 Comdty,1000.0,Base Metal,USD
LMNIDP 20260603 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMCADP 20260603 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMSNDP 20260603 Comdty,LMSNDY Comdty,5.0,Base Metal,USD
LMSNDP 20260420 Comdty,LMSNDY Comdty,5.0,Base Metal,USD
XAGUSD 20260415 Curncy,XAGUSD Curncy,1.0,Precious Metal,USD
AUAH6C 67 Curncy,AUA1 Curncy,100000.0,Currency,USD
LMZSDP 20260602 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
TOEG6 Comdty,TOE1 Comdty,25.0,Base Metal,USD
SCOG6 Comdty,SCO1 Comdty,100.0,Ferrous,USD
NGJ6C 3.1 Comdty,NG1 Comdty,10000.0,Energy,USD
ZZBG6 Comdty,ZZB1 Comdty,100.0,Chemicals,USD
IACG6 Comdty,IAC1 Comdty,100.0,Ferrous,USD
BBWH26 Comdty,BBW1 Comdty,1000.0,Energy,USD
COJ6 Comdty,CO1 Comdty,1000.0,Energy,USD
JWLH26 Comdty,JWL1 Comdty,1000.0,Energy,USD
LMNIDP 20260526 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMNIDP 20260511 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
JADJ6C 66 Curncy,JAD1 Curncy,12500000.0,Currency,USD
LMAHDP 20260526 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMAHDP 20260428 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMAHDP 20260413 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMSNDP 20260526 Comdty,LMSNDY Comdty,5.0,Base Metal,USD
LMSNDP 20260415 Comdty,LMSNDY Comdty,5.0,Base Metal,USD
LMSNDP 20260413 Comdty,LMSNDY Comdty,5.0,Base Metal,USD
GCJ6C 5600 Comdty,GC1 Comdty,100.0,Precious Metal,USD
HCTG6 Index,HCT1 Index,50.0,Equity Index,HKD
LMZSDP 20260526 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
HIG6 Index,HI1 Index,50.0,Equity Index,HKD
SWBH6C 131.5 Curncy,SWB1 Curncy,125000.0,Currency,USD
SIH6 Comdty,SI1 Comdty,5000.0,Precious Metal,USD
UXG6 Index,UX1 Index,1000.0,Equity Index,USD
LMZSDP 20260513 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
CTH6 Comdty,CT1 Comdty,50000.0,Agriculture,USD
SIJ6 Comdty,SI1 Comdty,5000.0,Precious Metal,USD
LMZSDP 20260318 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMAHDP 20260513 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMZSDP 20260512 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMNIDP 20260513 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
RSH6 Comdty,RS1 Comdty,20.0,Agriculture,CAD
LMNIDP 20260512 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
HCG6 Index,HC1 Index,50.0,Equity Index,HKD
LMZSDP 20260511 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
XIDG6 Curncy,XID1 Curncy,2000000.0,Currency,USD
RXJ6P 126 Comdty,RX1 Comdty,100000.0,Bond,EUR
LMNIDP 20260508 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMZSDP 20260508 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
HGH6 Comdty,HG1 Comdty,25000.0,Base Metal,USD
KCH6 Comdty,KC1 Comdty,37500.0,Agriculture,USD
LMZSDP 20260505 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
HUG6 Index,HU1 Index,10.0,Equity Index,HKD
LMAHDP 20260506 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
AZBH26 Comdty,AZB1 Comdty,1000.0,Energy,USD
BPH6 Curncy,BP1 Curncy,62500.0,Currency,USD
DATK6 Comdty,DAT1 Comdty,1000.0,Energy,USD
LMZSDP 20260430 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LFAF6 Comdty,LFA1 Comdty,1000.0,Base Metal,USD
LMAHDP 20260415 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMZSDP 20260218 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
AUAG6C 67.5 Curncy,AUA1 Curncy,100000.0,Currency,USD
LMNIDP 20260505 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMAHDP 20260505 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMSNDP 20260505 Comdty,LMSNDY Comdty,5.0,Base Metal,USD
BBWF26 Comdty,BBW1 Comdty,1000.0,Energy,USD
AZBF26 Comdty,AZB1 Comdty,1000.0,Energy,USD
USH6P 115 Comdty,US1 Comdty,100000.0,Bond,USD
LMAHDP 20260501 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMAHDP 20260414 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMNIDP 20260501 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMZSDP 20260501 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMSNDP 20260501 Comdty,LMSNDY Comdty,5.0,Base Metal,USD
LMCADP 20260501 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMCADP 20260423 Comdty,LMCADY Comdty,25.0,Base Metal,USD
PAH6 Comdty,PA1 Comdty,100.0,Precious Metal,USD
TOEF6 Comdty,TOE1 Comdty,25.0,Base Metal,USD
ZZBF6 Comdty,ZZB1 Comdty,100.0,Chemicals,USD
PFRF6 Comdty,PFR1 Comdty,100.0,Chemicals,USD
SCOF6 Comdty,SCO1 Comdty,100.0,Ferrous,USD
USH6 Comdty,US1 Comdty,100000.0,Bond,USD
LMZSDP 20260203 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMNIDP 20260430 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMSNDP 20260430 Comdty,LMSNDY Comdty,5.0,Base Metal,USD
XUF6 Index,XU1 Index,1.0,Equity Index,USD
LMCADP 20260430 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMAHDP 20260430 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
S H6 Comdty,S 1 Comdty,5000.0,Agriculture,USD
LMPBDP 20260429 Comdty,LMPBDY Comdty,25.0,Base Metal,USD
LMZSDP 20260429 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMNIDP 20260429 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMNIDP 20260414 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMCADP 20260429 Comdty,LMCADY Comdty,25.0,Base Metal,USD
CJPG26 Comdty,CJP1 Comdty,1000.0,Energy,USD
HCTF6 Index,HCT1 Index,50.0,Equity Index,HKD
LMZSDP 20260427 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20260413 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
JADG6P 64 Curncy,JAD1 Curncy,12500000.0,Currency,USD
HCF6 Index,HC1 Index,50.0,Equity Index,HKD
JWLG26 Comdty,JWL1 Comdty,1000.0,Energy,USD
LMAHDP 20260427 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMNIDP 20260427 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMZSDP 20260421 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
GCG6C 5300 Comdty,GC1 Comdty,100.0,Precious Metal,USD
LFAU6 Comdty,LFA1 Comdty,1000.0,Base Metal,USD
LFAQ6 Comdty,LFA1 Comdty,1000.0,Base Metal,USD
LFAN6 Comdty,LFA1 Comdty,1000.0,Base Metal,USD
HUF6 Index,HU1 Index,10.0,Equity Index,HKD
GCG6C 5200 Comdty,GC1 Comdty,100.0,Precious Metal,USD
LMNIDP 20260423 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMZSDP 20260423 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMNIDP 20260324 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMZSDP 20260416 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
CQDJ26 Comdty,CQD1 Comdty,1000.0,Energy,USD
HOK6 Comdty,HO1 Comdty,42000.0,Energy,USD
HOH6 Comdty,HO1 Comdty,42000.0,Energy,USD
LMCADP 20260422 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMPBDP 20260422 Comdty,LMPBDY Comdty,25.0,Base Metal,USD
LMZSDP 20260422 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
BGAG6P 133.5 Curncy,BGA1 Curncy,62500.0,Currency,USD
LMNIDP 20260422 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
GCG6C 4825 Comdty,GC1 Comdty,100.0,Precious Metal,USD
GCG6C 4800 Comdty,GC1 Comdty,100.0,Precious Metal,USD
BBWJ26 Comdty,BBW1 Comdty,1000.0,Energy,USD
LMCADP 20260421 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMAHDP 20260421 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMNIDP 20260421 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
HOG6 Comdty,HO1 Comdty,42000.0,Energy,USD
CDH6 Curncy,CD1 Curncy,100000.0,Currency,USD
NGH6C 2.8 Comdty,NG1 Comdty,10000.0,Energy,USD
LMPBDP 20260416 Comdty,LMPBDY Comdty,25.0,Base Metal,USD
LMCADP 20260420 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMAHDP 20260420 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMPBDP 20260420 Comdty,LMPBDY Comdty,25.0,Base Metal,USD
LMZSDP 20260420 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMPBDP 20260127 Comdty,LMPBDY Comdty,25.0,Base Metal,USD
AULK26 Comdty,AUL1 Comdty,1000.0,Energy,USD
LMPBDP 20260316 Comdty,LMPBDY Comdty,25.0,Base Metal,USD
GCG6 Comdty,GC1 Comdty,100.0,Precious Metal,USD
LMNIDP 20260218 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMNIDP 20260420 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
AZBG26 Comdty,AZB1 Comdty,1000.0,Energy,USD
GCG6C 4750 Comdty,GC1 Comdty,100.0,Precious Metal,USD
LMAHDP 20260416 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMNIDP 20260416 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMNIDP 20260121 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMZSDP 20260121 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LHJ6 Comdty,LH1 Comdty,40000.0,Agriculture,USD
LHG6 Comdty,LH1 Comdty,40000.0,Agriculture,USD
LMCADP 20260416 Comdty,LMCADY Comdty,25.0,Base Metal,USD
BOH6 Comdty,BO1 Comdty,60000.0,Agriculture,USD
KOH6 Comdty,KO1 Comdty,25.0,Agriculture,MYR
LMAHDP 20260218 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMSNDP 20260414 Comdty,LMSNDY Comdty,5.0,Base Metal,USD
LMZSDP 20260414 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20260217 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20260408 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
CLG6 Comdty,CL1 Comdty,1000.0,Energy,USD
LMNIDP 20260413 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
HIF6 Index,HI1 Index,50.0,Equity Index,HKD
XPTUSD 20260114 Curncy,XPTUSD Curncy,1.0,Precious Metal,USD
COH6 Comdty,CO1 Comdty,1000.0,Energy,USD
CLH6 Comdty,CL1 Comdty,1000.0,Energy,USD
PFRG6 Comdty,PFR1 Comdty,100.0,Chemicals,USD
LMAHDP 20260409 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMNIDP 20260409 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
ORJ6 Comdty,OR1 Comdty,5.0,Chemicals,USD
BBWG26 Comdty,BBW1 Comdty,1000.0,Energy,USD
LMAHDP 20260408 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMNIDP 20260408 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMZSDP 20260407 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMCADP 20260408 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMPBDP 20260408 Comdty,LMPBDY Comdty,25.0,Base Metal,USD
LMPBDP 20260407 Comdty,LMPBDY Comdty,25.0,Base Metal,USD
LMNIDP 20260402 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMAHDP 20260407 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMNIDP 20260407 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMCADP 20260407 Comdty,LMCADY Comdty,25.0,Base Metal,USD
AZBZ25 Comdty,AZB1 Comdty,1000.0,Energy,USD
UEAG6C 1.185 Curncy,UEA1 Curncy,125000.0,Currency,USD
MFSZ5 Comdty,MFS1 Comdty,100.0,Ferrous,USD
SCOZ5 Comdty,SCO1 Comdty,100.0,Ferrous,USD
ZZBZ5 Comdty,ZZB1 Comdty,100.0,Chemicals,USD
TOEZ5 Comdty,TOE1 Comdty,25.0,Base Metal,USD
LMNIDP 20260331 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMAHDP 20260331 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMZSDP 20260331 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
UEAF6C 1.17 Curncy,UEA1 Curncy,125000.0,Currency,USD
LMZSDP 20260324 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20260330 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMNIDP 20260330 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMAHDP 20260330 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMCADP 20260330 Comdty,LMCADY Comdty,25.0,Base Metal,USD
HIZ5 Index,HI1 Index,50.0,Equity Index,HKD
HCTZ5 Index,HCT1 Index,50.0,Equity Index,HKD
LMZSDP 20260323 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
BGAG6P 132.5 Curncy,BGA1 Curncy,62500.0,Currency,USD
XUZ5 Index,XU1 Index,1.0,Equity Index,USD
LMAHDP 20260324 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
PLF6 Comdty,PL1 Comdty,50.0,Precious Metal,USD
LMCADP 20260324 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMNIDP 20260323 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMNIDP 20260317 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
HCZ5 Index,HC1 Index,50.0,Equity Index,HKD
JADF6P 64 Curncy,JAD1 Curncy,12500000.0,Currency,USD
LMZSDP 20260319 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
ERM6C 98.0625 Comdty,ER1 Comdty,1000000.0,Interest Rate,EUR
HWBZ5 Index,HWB1 Index,2.0,Equity Index,USD
AULF26 Comdty,AUL1 Comdty,1000.0,Energy,USD
UXZ5 Index,UX1 Index,1000.0,Equity Index,USD
LMZSDP 20260317 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
COG6 Comdty,CO1 Comdty,1000.0,Energy,USD
LMZSDP 20260309 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20260316 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMNIDP 20260316 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
JWLF26 Comdty,JWL1 Comdty,1000.0,Energy,USD
ESZ5 Index,ES1 Index,50.0,Equity Index,USD
NQZ5 Index,NQ1 Index,20.0,Equity Index,USD
DMZ5 Index,DM1 Index,5.0,Equity Index,USD
LMCADP 20260316 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMZSDP 20251217 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20260312 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMNIDP 20251217 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMZSDP 20260311 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
UXF6 Index,UX1 Index,1000.0,Equity Index,USD
ECZ5 Curncy,EC1 Curncy,125000.0,Currency,USD
LMZSDP 20260310 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMAHDP 20260310 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMAHDP 20260303 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
DXZ5 Curncy,DX1 Curncy,1000.0,Currency,USD
XUCZ5 Curncy,XUC1 Curncy,100000.0,Currency,CNH
LMAHDP 20260305 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMCADP 20260305 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMCADP 20260303 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMZSDP 20260123 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20260305 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMCADP 20251217 Comdty,LMCADY Comdty,25.0,Base Metal,USD
UEAZ5C 1.16 Curncy,UEA1 Curncy,125000.0,Currency,USD
LMZSDP 20260304 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20260303 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20260302 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMNIDP 20260302 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LFAX5 Comdty,LFA1 Comdty,1000.0,Base Metal,USD
LMZSDP 20260105 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
CQDZ25 Comdty,CQD1 Comdty,1000.0,Energy,USD
CJPX25 Comdty,CJP1 Comdty,1000.0,Energy,USD
CAH6 Comdty,CA1 Comdty,50.0,Agriculture,EUR
PFRX5 Comdty,PFR1 Comdty,100.0,Chemicals,USD
SCOX5 Comdty,SCO1 Comdty,100.0,Ferrous,USD
ZZBX5 Comdty,ZZB1 Comdty,100.0,Chemicals,USD
MFSX5 Comdty,MFS1 Comdty,100.0,Ferrous,USD
LMZSDP 20260227 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
XUX5 Index,XU1 Index,1.0,Equity Index,USD
LMZSDP 20260120 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20260114 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20260112 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20260109 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20260102 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
SIZ5 Comdty,SI1 Comdty,5000.0,Precious Metal,USD
HCTX5 Index,HCT1 Index,50.0,Equity Index,HKD
LMPBDP 20260225 Comdty,LMPBDY Comdty,25.0,Base Metal,USD
LMPBDP 20260123 Comdty,LMPBDY Comdty,25.0,Base Metal,USD
LMZSDP 20260224 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20251218 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
JYZ5 Curncy,JY1 Curncy,12500000.0,Currency,USD
BOZ5 Comdty,BO1 Comdty,60000.0,Agriculture,USD
KOZ5 Comdty,KO1 Comdty,25.0,Agriculture,MYR
PAZ5 Comdty,PA1 Comdty,100.0,Precious Metal,USD
LMZSDP 20260219 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
COF6 Comdty,CO1 Comdty,1000.0,Energy,USD
GCZ5 Comdty,GC1 Comdty,100.0,Precious Metal,USD
LMPBDP 20260218 Comdty,LMPBDY Comdty,25.0,Base Metal,USD
LMPBDP 20251211 Comdty,LMPBDY Comdty,25.0,Base Metal,USD
LMZSDP 20260210 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
MCYX5 Index,MCY1 Index,25.0,Equity Index,USD
KCZ5 Comdty,KC1 Comdty,37500.0,Agriculture,USD
LMZSDP 20260213 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMAHDP 20260213 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMAHDP 20260123 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
JWLM26 Comdty,JWL1 Comdty,1000.0,Energy,USD
JWLZ25 Comdty,JWL1 Comdty,1000.0,Energy,USD
HCX5 Index,HC1 Index,50.0,Equity Index,HKD
BBWZ25 Comdty,BBW1 Comdty,1000.0,Energy,USD
LMZSDP 20260212 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMNIDP 20251119 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMZSDP 20251215 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
CQDF26 Comdty,CQD1 Comdty,1000.0,Energy,USD
HIX5 Index,HI1 Index,50.0,Equity Index,HKD
LMAHDP 20260206 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMAHDP 20251217 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
SFZ5 Curncy,SF1 Curncy,125000.0,Currency,USD
LMZSDP 20251230 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMAHDP 20260205 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LFAV5 Comdty,LFA1 Comdty,1000.0,Base Metal,USD
LMZSDP 20260204 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
CJPV25 Comdty,CJP1 Comdty,1000.0,Energy,USD
LMAHDP 20260203 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMCADP 20260121 Comdty,LMCADY Comdty,25.0,Base Metal,USD
SMF6 Comdty,SM1 Comdty,100.0,Agriculture,USD
LMZSDP 20260130 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
SCOV5 Comdty,SCO1 Comdty,100.0,Ferrous,USD
HCV5 Index,HC1 Index,50.0,Equity Index,HKD
HGZ5 Comdty,HG1 Comdty,25000.0,Base Metal,USD
