bbg_ticker,Generic_Ticker,Contract_Size,Category,Currency
LMNIDP 20250711 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMNIDP 20250708 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
MCYJ5 Index,MCY1 Index,25.0,Equity Index,USD
LMNIDP 20250710 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMNIDP 20250707 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMZSDP 20250710 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMNIDP 20250709 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
CLK5 Comdty,CL1 Comdty,1000.0,Energy,USD
XBK5 Comdty,XB1 Comdty,42000.0,Energy,USD
LMZSDP 20250630 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
SCOK5P 95 Comdty,SCO1 Comdty,100.0,Ferrous,USD
SCOJ5P 95 Comdty,SCO1 Comdty,100.0,Ferrous,USD
LMAHDP 20250707 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMCADP 20250708 Comdty,LMCADY Comdty,25.0,Base Metal,USD
AZBK25 Comdty,AZB1 Comdty,1000.0,Energy,USD
LMCADP 20250627 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMCADP 20250617 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMCADP 20250613 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMCADP 20250606 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMCADP 20250516 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMCADP 20250513 Comdty,LMCADY Comdty,25.0,Base Metal,USD
HGK5 Comdty,HG1 Comdty,25000.0,Base Metal,USD
COM5 Comdty,CO1 Comdty,1000.0,Energy,USD
LMNIDP 20250703 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMZSDP 20250703 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMCADP 20250703 Comdty,LMCADY Comdty,25.0,Base Metal,USD
CON5 Comdty,CO1 Comdty,1000.0,Energy,USD
LMZSDP 20250613 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20250422 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
AWEU25 Comdty,AWE1 Comdty,1000.0,Energy,USD
AWEQ25 Comdty,AWE1 Comdty,1000.0,Energy,USD
AWEN25 Comdty,AWE1 Comdty,1000.0,Energy,USD
HOK5 Comdty,HO1 Comdty,42000.0,Energy,USD
LMZSDP 20250702 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
BBWJ25 Comdty,BBW1 Comdty,1000.0,Energy,USD
ZZBJ5 Comdty,ZZB1 Comdty,100.0,Chemicals,USD
S K5 Comdty,S 1 Comdty,5000.0,Agriculture,USD
LMNIDP 20250701 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMCADP 20250701 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMCADP 20250512 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMCADP 20250611 Comdty,LMCADY Comdty,25.0,Base Metal,USD
USDCNY 20250703 NDF,USDCNY 20250703 NDF,1.0,Currency,USD
USDCNY 20250507 NDF,USDCNY 20250507 NDF,1.0,Currency,USD
CJPH25 Comdty,CJP1 Comdty,1000.0,Energy,USD
LMNIDP 20250630 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMCADP 20250509 Comdty,LMCADY Comdty,25.0,Base Metal,USD
SCOH5 Comdty,SCO1 Comdty,100.0,Ferrous,USD
SCOH5P 90 Comdty,SCO1 Comdty,100.0,Ferrous,USD
SCOH5P 95 Comdty,SCO1 Comdty,100.0,Ferrous,USD
MFSH5 Comdty,MFS1 Comdty,100.0,Ferrous,USD
LMNIDP 20250627 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMZSDP 20250627 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20250625 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
KOM5 Comdty,KO1 Comdty,25.0,Agriculture,MYR
HIH5 Index,HI1 Index,50.0,Equity Index,HKD
XUH5 Index,XU1 Index,1.0,Equity Index,USD
HCTH5 Index,HCT1 Index,800.0,Equity Index,USD
LMCADP 20250626 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMNIDP 20250626 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMZSDP 20250612 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
HCH5 Index,HC1 Index,50.0,Equity Index,HKD
LMCADP 20250625 Comdty,LMCADY Comdty,25.0,Base Metal,USD
CJPJ25 Comdty,CJP1 Comdty,1000.0,Energy,USD
LMZSDP 20250624 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMCADP 20250624 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMNIDP 20250620 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
BATM25 Comdty,BAT1 Comdty,1000.0,Energy,USD
AWEM25 Comdty,AWE1 Comdty,1000.0,Energy,USD
CTK5 Comdty,CT1 Comdty,50000.0,Agriculture,USD
ESH5 Index,ES1 Index,50.0,Equity Index,USD
NQH5 Index,NQ1 Index,20.0,Equity Index,USD
GCJ5 Comdty,GC1 Comdty,100.0,Precious Metal,USD
LMNIDP 20250617 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMZSDP 20250617 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMNIDP 20250611 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMZSDP 20250319 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMAHDP 20250613 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMAHDP 20250521 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMNIDP 20250613 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMZSDP 20250610 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20250605 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMNIDP 20250612 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMCADP 20250603 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMCADP 20250612 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMCADP 20250523 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMZSDP 20250604 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
CQDJ25 Comdty,CQD1 Comdty,1000.0,Energy,USD
XUCH5 Curncy,XUC1 Curncy,100000.0,Currency,CNH
ECH5 Curncy,EC1 Curncy,125000.0,Currency,USD
C K5 Comdty,C 1 Comdty,5000.0,Agriculture,USD
LMCADP 20250521 Comdty,LMCADY Comdty,25.0,Base Metal,USD
JYH5 Curncy,JY1 Curncy,12500000.0,Currency,USD
ADH5 Curncy,AD1 Curncy,100000.0,Currency,USD
LMZSDP 20250606 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMNIDP 20250319 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMNIDP 20250606 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
BPH5 Curncy,BP1 Curncy,62500.0,Currency,USD
LMZSDP 20250512 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMAHDP 20250605 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMAHDP 20250527 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMNIDP 20250605 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMNIDP 20250604 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
CQDH25 Comdty,CQD1 Comdty,1000.0,Energy,USD
LMZSDP 20250603 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
USDCNY 20250410 NDF,USDCNY 20250410 NDF,1.0,Currency,USD
SCOG5 Comdty,SCO1 Comdty,100.0,Ferrous,USD
MFSG5 Comdty,MFS1 Comdty,100.0,Ferrous,USD
LMZSDP 20250528 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMCADP 20250528 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMCADP 20250507 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMCADP 20250422 Comdty,LMCADY Comdty,25.0,Base Metal,USD
BBWH25 Comdty,BBW1 Comdty,1000.0,Energy,USD
ZZBH5 Comdty,ZZB1 Comdty,100.0,Chemicals,USD
LMNIDP 20250527 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
KCK5P 400 Comdty,KC1 Comdty,37500.0,Agriculture,USD
HIG5 Index,HI1 Index,50.0,Equity Index,HKD
LMZSDP 20250527 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
HCTG5 Index,HCT1 Index,800.0,Equity Index,USD
LMZSDP 20250514 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
CDH5 Curncy,CD1 Curncy,100000.0,Currency,USD
NGJ25 Comdty,NG1 Comdty,10000.0,Energy,USD
LMZSDP 20250523 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20250509 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20250507 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20250520 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
HCG5 Index,HC1 Index,50.0,Equity Index,HKD
LMZSDP 20250416 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMCADP 20250519 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMZSDP 20250519 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMAHDP 20250519 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
C H5 Comdty,C 1 Comdty,5000.0,Agriculture,USD
S H5 Comdty,S 1 Comdty,5000.0,Agriculture,USD
NGH25 Comdty,NG1 Comdty,10000.0,Energy,USD
LMCADP 20250514 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMNIDP 20250514 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMNIDP 20250506 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMCADP 20250506 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMNIDP 20250512 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMNIDP 20250219 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
HWBH5 Index,HWB1 Index,2.0,Equity Index,USD
LMZSDP 20250219 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
CLH5 Comdty,CL1 Comdty,1000.0,Energy,USD
LMCADP 20250319 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMZSDP 20250424 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
COK5 Comdty,CO1 Comdty,1000.0,Energy,USD
LMAHDP 20250509 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMNIDP 20250509 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
PFRH5 Comdty,PFR1 Comdty,100.0,Chemicals,USD
MCYG5 Index,MCY1 Index,25.0,Equity Index,USD
PFRJ5 Comdty,PFR1 Comdty,100.0,Chemicals,USD
HGH5 Comdty,HG1 Comdty,25000.0,Base Metal,USD
LMZSDP 20250502 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20250506 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
RSK5 Comdty,RS1 Comdty,20.0,Agriculture,CAD
SBK5 Comdty,SB1 Comdty,112000.0,Agriculture,USD
LMNIDP 20250423 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
KCH5 Comdty,KC1 Comdty,37500.0,Agriculture,USD
BBWF25 Comdty,BBW1 Comdty,1000.0,Energy,USD
MFSF5 Comdty,MFS1 Comdty,100.0,Ferrous,USD
ZZBF5 Comdty,ZZB1 Comdty,100.0,Chemicals,USD
SCOF5P 90 Comdty,SCO1 Comdty,100.0,Ferrous,USD
SCOF5 Comdty,SCO1 Comdty,100.0,Ferrous,USD
SIH5 Comdty,SI1 Comdty,5000.0,Precious Metal,USD
LMNIDP 20250422 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMNIDP 20250430 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
AULH25 Comdty,AUL1 Comdty,1000.0,Energy,USD
BCAH25 Comdty,BCA1 Comdty,1000.0,Energy,USD
LMZSDP 20250428 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20250423 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
NXH5 Index,NX1 Index,5.0,Equity Index,USD
HCTF5 Index,HCT1 Index,800.0,Equity Index,USD
BOH5 Comdty,BO1 Comdty,60000.0,Agriculture,USD
JWLH25 Comdty,JWL1 Comdty,1000.0,Energy,USD
HIF5 Index,HI1 Index,50.0,Equity Index,HKD
GCG5 Comdty,GC1 Comdty,100.0,Precious Metal,USD
LMNIDP 20250417 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
CLG5 Comdty,CL1 Comdty,1000.0,Energy,USD
Z H5 Index,Z 1 Index,10.0,Equity Index,GBP
SCOG5C 107 Comdty,SCO1 Comdty,100.0,Ferrous,USD
LMZSDP 20250415 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
SCOF5C 100 Comdty,SCO1 Comdty,100.0,Ferrous,USD
HCF5 Index,HC1 Index,50.0,Equity Index,HKD
COH5 Comdty,CO1 Comdty,1000.0,Energy,USD
NGG25 Comdty,NG1 Comdty,10000.0,Energy,USD
LMNIDP 20250414 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
JWLK25 Comdty,JWL1 Comdty,1000.0,Energy,USD
JWLG25 Comdty,JWL1 Comdty,1000.0,Energy,USD
AZBJ25 Comdty,AZB1 Comdty,1000.0,Energy,USD
CTH5 Comdty,CT1 Comdty,50000.0,Agriculture,USD
LMAHDP 20250115 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
AZBG25 Comdty,AZB1 Comdty,1000.0,Energy,USD
BBWG25 Comdty,BBW1 Comdty,1000.0,Energy,USD
ZZBG5 Comdty,ZZB1 Comdty,100.0,Chemicals,USD
LMNIDP 20250115 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMNIDP 20250410 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMNIDP 20250409 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMCADP 20250416 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMCADP 20250409 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMNIDP 20250403 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
CJPG25 Comdty,CJP1 Comdty,1000.0,Energy,USD
LMNIDP 20250408 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
MCYF5 Index,MCY1 Index,25.0,Equity Index,USD
LMZSDP 20250408 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20250407 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
RTYH5 Index,RTY1 Index,50.0,Equity Index,USD
LMNIDP 20250407 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMCADP 20250407 Comdty,LMCADY Comdty,25.0,Base Metal,USD
JYF5 Curncy,JY1 Curncy,12500000.0,Currency,USD
CJPZ24 Comdty,CJP1 Comdty,1000.0,Energy,USD
KOH5 Comdty,KO1 Comdty,25.0,Agriculture,MYR
LMCADP 20250205 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMCADP 20250204 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMCADP 20250130 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMNIDP 20250402 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
SCOZ4C 110 Comdty,SCO1 Comdty,100.0,Ferrous,USD
SCOZ4 Comdty,SCO1 Comdty,100.0,Ferrous,USD
LMNIDP 20250331 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMCADP 20250331 Comdty,LMCADY Comdty,25.0,Base Metal,USD
